prompt_id,layer,ctx,kv_head,k_kind,rel,bit_class,abs_delta_k,ek_bin,n_queries,max_es_u0,max_es_future,max_es_lifetime,future_amplified,gain_u0,gain_p50,n_es_nonfinite,fail_s_L1,fail_s_L2,fail_s_L16,fail_s_Lfull
seq_0002,31,256,0,bitflip,,exponent,9.570441569651394e+37,"[10,inf)",16,9.318287864627476e+36,1.7182659085130387e+37,1.7182659085130387e+37,True,0.09736528661515978,0.13672571712070042,0,True,True,True,True
seq_0002,31,256,0,bitflip,,mantissa,0.001953125,"[0.001,0.01)",16,0.00019025802612304688,0.00040459632873535156,0.00040459632873535156,True,0.09741210932512501,0.13949584953795313,0,True,True,True,True
seq_0003,4,64,5,numeric,1e-06,,5.6640626e-07,"[1e-07,1e-06)",16,0.0,0.0,0.0,False,0.0,0.0,0,False,False,False,False
seq_0003,4,64,5,numeric,1e-05,,5.664062600000001e-06,"[1e-06,1e-05)",16,0.0,0.0,0.0,False,0.0,0.0,0,False,False,False,False
seq_0003,4,64,5,numeric,0.0001,,5.6640626000000006e-05,"[1e-05,0.0001)",16,0.0,0.0,0.0,False,0.0,0.0,0,False,False,False,False
seq_0003,4,64,5,numeric,0.001,,0.00056640626,"[0.0001,0.001)",16,0.0,0.0,0.0,False,0.0,0.0,0,False,False,False,False
seq_0003,4,64,5,numeric,0.01,,0.0056640626,"[0.001,0.01)",16,0.0007174015045166016,0.0009603500366210938,0.0009603500366210938,True,0.1266584702630128,0.10527511935121138,0,True,True,True,True
seq_0003,4,64,5,numeric,0.1,,0.056640626000000006,"[0.01,0.1)",16,0.010762691497802734,0.016831636428833008,0.016831636428833008,True,0.1900171706720317,0.17001447706001863,0,True,True,True,True
seq_0003,4,64,5,bitflip,,sign,1.1328125,"[1,10)",16,0.20807719230651855,0.32541418075561523,0.32541418075561523,True,0.1836819352773163,0.16434705010761352,0,True,True,True,True
seq_0003,4,64,5,bitflip,,exponent,1.927380593888128e+38,"[10,inf)",16,,2.2625669344077154e+37,2.2625669344077154e+37,False,,0.10496115848935883,1,True,True,True,True
seq_0003,4,64,5,bitflip,,mantissa,0.00390625,"[0.001,0.01)",16,0.0007176399230957031,0.001122117042541504,0.001122117042541504,True,0.18371582026546873,0.16442871089540623,0,True,True,True,True
seq_0003,4,256,5,numeric,1e-06,,8.242187600000001e-07,"[1e-07,1e-06)",16,0.0,0.0,0.0,False,0.0,0.0,0,False,False,False,False
seq_0003,4,256,5,numeric,1e-05,,8.242187600000001e-06,"[1e-06,1e-05)",16,0.0,0.0,0.0,False,0.0,0.0,0,False,False,False,False
seq_0003,4,256,5,numeric,0.0001,,8.242187600000001e-05,"[1e-05,0.0001)",16,0.0,0.0,0.0,False,0.0,0.0,0,False,False,False,False
seq_0003,4,256,5,numeric,0.001,,0.00082421876,"[0.0001,0.001)",16,0.0,0.0,0.0,False,0.0,0.0,0,False,False,False,False
seq_0003,4,256,5,numeric,0.01,,0.0082421876,"[0.001,0.01)",16,0.0006122589111328125,0.0019207000732421875,0.0019207000732421875,True,0.07428354470584106,0.07162229621949473,0,True,True,True,True
seq_0003,4,256,5,numeric,0.1,,0.082421876,"[0.01,0.1)",16,0.006429195404052734,0.02016592025756836,0.02016592025756836,True,0.07800350727244706,0.07525547894385459,0,True,True,True,True
seq_0003,4,256,5,bitflip,,sign,1.6484375,"[1,10)",16,0.1291971206665039,0.40523529052734375,0.40523529052734375,True,0.07837550448010648,0.07561359134325982,0,True,True,True,True
seq_0003,4,256,5,bitflip,,exponent,2.8046710711061725e+38,"[10,inf)",16,2.1981778898197227e+37,2.0045058508216737e+37,2.1981778898197227e+37,False,0.0783756039153908,0.05904065263214835,0,True,True,True,True
seq_0003,4,256,5,bitflip,,mantissa,0.00390625,"[0.001,0.01)",16,0.00030612945556640625,0.0009603500366210938,0.0009603500366210938,True,0.07836914060493749,0.075683593730625,0,True,True,True,True
