prompt_id,layer,ctx,k_kind,rel,bit_class,kv_head,abs_delta_k,max_es_u0,max_es_future,future_amplified,n_queries,fail_s_L1,fail_s_L2,fail_s_L16,fail_s_full
seq_0004,18,256,bitflip,,exponent,1,4.9846049841934345e+36,5.5416827555616065e+35,9.224664103440695e+35,True,16,True,True,True,True
seq_0004,18,256,bitflip,,mantissa,1,6.103515625e-05,6.67572021484375e-06,1.1444091796875e-05,True,16,False,False,False,False
seq_0005,31,64,numeric,1e-06,,1,7.156250009999999e-06,0.0,0.0,False,16,False,False,False,False
seq_0005,31,64,numeric,1e-05,,1,7.15625001e-05,0.0,0.0,False,16,False,False,False,False
seq_0005,31,64,numeric,0.0001,,1,0.000715625001,0.0,0.0,False,16,False,False,False,False
seq_0005,31,64,numeric,0.001,,1,0.00715625001,0.0,0.0,False,16,False,False,False,False
seq_0005,31,64,numeric,0.01,,1,0.0715625001,0.00377655029296875,0.013810157775878906,True,16,True,True,True,True
seq_0005,31,64,numeric,0.1,,1,0.715625001,0.04342842102050781,0.15882205963134766,True,16,True,True,True,True
seq_0005,31,64,bitflip,,sign,1,14.3125,0.8647861480712891,3.162644863128662,True,16,True,True,True,True
seq_0005,31,64,bitflip,,exponent,1,7.15625,0.43239307403564453,1.5813226699829102,True,16,True,True,True,True
seq_0005,31,64,bitflip,,mantissa,1,0.03125,0.001888275146484375,0.00690460205078125,True,16,True,True,True,True
seq_0005,31,256,numeric,1e-06,,1,2.25000001e-06,0.0,0.0,False,16,False,False,False,False
seq_0005,31,256,numeric,1e-05,,1,2.25000001e-05,0.0,0.0,False,16,False,False,False,False
seq_0005,31,256,numeric,0.0001,,1,0.00022500000100000002,0.0,0.0,False,16,False,False,False,False
seq_0005,31,256,numeric,0.001,,1,0.00225000001,0.0,0.0,False,16,False,False,False,False
seq_0005,31,256,numeric,0.01,,1,0.0225000001,0.0002875328063964844,0.002740621566772461,True,16,True,True,True,True
seq_0005,31,256,numeric,0.1,,1,0.225000001,0.004021644592285156,0.03836774826049805,True,16,True,True,True,True
seq_0005,31,256,bitflip,,sign,1,4.5,0.08273458480834961,0.7892801761627197,True,16,True,True,True,True
seq_0005,31,256,bitflip,,exponent,1,2.25,0.0413670539855957,0.3946402072906494,True,16,True,True,True,True
seq_0005,31,256,bitflip,,mantissa,1,0.015625,0.0002875328063964844,0.002740621566772461,True,16,True,True,True,True
seq_0006,4,64,numeric,1e-06,,4,6.8359475e-09,0.0,0.0,False,16,False,False,False,False
seq_0006,4,64,numeric,1e-05,,4,6.8359475e-08,0.0,0.0,False,16,False,False,False,False
seq_0006,4,64,numeric,0.0001,,4,6.8359475e-07,0.0,0.0,False,16,False,False,False,False
seq_0006,4,64,numeric,0.001,,4,6.8359475e-06,0.0,0.0,False,16,False,False,False,False
seq_0006,4,64,numeric,0.01,,4,6.8359475e-05,4.76837158203125e-06,1.2874603271484375e-05,True,16,False,False,False,False
seq_0006,4,64,numeric,0.1,,4,0.0006835947500000001,5.4836273193359375e-05,0.00014448165893554688,True,16,True,True,True,True
seq_0006,4,64,bitflip,,sign,4,0.013671875,0.0011138916015625,0.002945423126220703,True,16,True,True,True,True
