layer,n_trials,fail_s_L1,fail_s_L1_k,fail_s_L1_n,fail_s_L1_ci95_low,fail_s_L1_ci95_high,fail_s_L2,fail_s_L2_k,fail_s_L2_n,fail_s_L2_ci95_low,fail_s_L2_ci95_high,fail_s_L16,fail_s_L16_k,fail_s_L16_n,fail_s_L16_ci95_low,fail_s_L16_ci95_high,fail_s_Lfull,fail_s_Lfull_k,fail_s_Lfull_n,fail_s_Lfull_ci95_low,fail_s_Lfull_ci95_high,future_amplified,future_amplified_k,future_amplified_n,future_amplified_ci95_low,future_amplified_ci95_high,max_es_future_p50,max_es_future_p90,gain_p50,n_es_nonfinite
18,1512,0.544973544973545,824,1512,0.519790414163125,0.5699287227176678,0.548941798941799,830,1512,0.5237674082456212,0.5738681230658298,0.5509259259259259,833,1512,0.5257565067077646,0.5758372218190154,0.5509259259259259,833,1512,0.5257565067077646,0.5758372218190154,0.48412698412698413,732,1512,0.4590089415542259,0.5093254807231413,9.584426879882812e-05,0.6926054954528809,0.06640624972800001,878
31,1512,0.5476190476190477,828,1512,0.5224415654668438,0.5725551677010546,0.5502645502645502,832,1512,0.5250934292910276,0.575180900163976,0.5515873015873016,834,1512,0.5264196287445115,0.5764934988540451,0.5515873015873016,834,1512,0.5264196287445115,0.5764934988540451,0.48677248677248675,736,1512,0.46164387227870385,0.5119681462857688,0.00016307830810546875,0.6905878782272339,0.0461425781131875,795
4,1512,0.5502645502645502,832,1512,0.5250934292910276,0.575180900163976,0.5502645502645502,832,1512,0.5250934292910276,0.575180900163976,0.5522486772486772,835,1512,0.527082795419569,0.5771497312507637,0.5522486772486772,835,1512,0.527082795419569,0.5771497312507637,0.47883597883597884,724,1512,0.45374119229031434,0.5040380374128419,0.00012755393981933594,0.6049940586090088,0.06939697264736719,909
